text,user,location
"RT @BernieSanders: At a time when his own administration is predicting a significant increase in COVID-19 cases, our ""stable genius"" presid…",Alexisg650,
"RT @TeamPelosi: As the death toll from the President’s erratic #coronavirus response continues to mount, he and Republicans are doubling do…",njoylife2012,"Texas, USA"
Waiting For A Sense Of Time In The Coronavirus Pandemic. What five novels from the quarantine lists have to say about living through COVID-19 and the surreal aspects of 2020 — from waiting to isolation to loneliness. Books. #coronavirus https://t.co/36LtVdcsgv,heather_hear,vancouver bc canada
"MAKING AN IMPACT IN THE FIGHT AGAINST COVID 19 IN NYC WITH @79andlewis:

Rapid Responders rocking the #angelsoftheworld t.shirts in New York City!

#nurse #nurses #covid #covid_19 #coronavirus #corona #staytogether… https://t.co/AwLajGVscv",AllSaintsRadiio,"San Antonio, Texas"
RT @NYDailyNews: Grim and disturbing videos show at least 20 bodies wrapped in black bags carted out of a Harlem nursing home during the co…,singlepayer,
"The coronavirus #COVID -19 did not exist during the Obama years, hence NO BROKEN TESTS left behind.

Call it out. https://t.co/fEgadaUivB",PJaminator,San Francisco Bay Area
"RT @MiaFarrow: Fauci says covid-19 is NOT made in a lab and as states open &amp; ppl are out, not distancing, death rates will soar. But Trump…",LABPolitics,
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",azpublic1,"Arizona, USA"
RT @AMErikaNGIRLLL: Coronavirus In Pittsburgh: Researcher Killed In Apparent Murder-Suicide Was Close To ‘Making Very Significant Findings’…,iAddison_05,Everywhere USA
"RT @guardian: Trump poised to wind down Covid-19 taskforce as US death toll tops 70,000 https://t.co/LlbDhWdKTO",fotopak,
"RT @yachay_dc: As #Peru readies to get back to work after 8 weeks of lockdown, its business elite complains about all the annoying new secu…",estelacm,"Lima, Peru"
"RT @tribelaw: FEMA now projects 200,000 new coronavirus cases a day by the end of the month (it’s now about 25,000 new cases a day), and by…",renegatos,California
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",joopsiegrl,Southern California
RT @ndtv: Amazon worker at New York warehouse dies of #COVID19 https://t.co/2pSkMzP8Cg https://t.co/dNPnLSEmJ0,Shiv18Jun,"Pune, India"
Cardiologists say patients with life-threatening symptoms are avoiding ERs -afraid to catch #COVID19  | CTV News ⁦@LizTV⁩ @cousins_ben https://t.co/XJTt8T07xS,CTV_AvisFavaro,Toronto
"RT @tribelaw: FEMA now projects 200,000 new coronavirus cases a day by the end of the month (it’s now about 25,000 new cases a day), and by…",pamswart,"Ontario, Canada"
"#NSTworld An #Amazon worker at a warehouse in #NewYork where employees called for greater #coronavirus safety measures has died of #COVID19. 

https://t.co/W8hjE39RYF",NST_Online,Malaysia
"RT @corinne_perkins: Refrigerated tractor trailers used to store bodies of deceased people are seen at a temporary morgue, during the outbr…",twoducks,US
"RT @NewsAndCovid19: U.S. #Covid_19 Cases and Deaths back up after temporary decline. USA reported 24,798 #coronavirus cases &amp; 2,350 deaths…",javieralvarado8,santiago
RT @Justsaytruthnow: Coronavirus In Pittsburgh: Researcher Killed In Apparent Murder-Suicide Was Close To Making Very Significant Findings'…,dklfr830,
"RT @DiMartinoBooth: Coronavirus infects more than 1,600 workers at four Iowa meatpacking plants https://t.co/3dVGEt2fLd 

Per Iowa's Dept P…",Michael698,
Hallelujah! Boom-bang-a-bang Covid-19! Eurovision warriors refuse to be silenced https://t.co/HNB9J2o5MX,grushkay,"Massachusetts, USA"
"RT @CatholicSat: Fighting this coronavirus covid-19 pandemic, one Hail Mary at a time, the staff of Santa Maria della Pietà Hospital in Cas…",papyrus470,"Chicago, IL"
Children Are Falling Ill With a Baffling Ailment Related to Covid-19 https://t.co/ZuvneNO1Hj,f_talmon,"Stuttgart, München, Berlin"
"RT @tribelaw: FEMA now projects 200,000 new coronavirus cases a day by the end of the month (it’s now about 25,000 new cases a day), and by…",tlmischler,"Norton Shores, MI"
Coronavirus by air: The spread of Covid-19 in the Middle East https://t.co/kejbJ14pVN,OneSvetla,
"RT @alt_fda: USDA Meat inspectors, you want proper PPE and a safe working environment? #Strike. The processors cannot run without you there…",paflathers,
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",dib47,
RT @CBSPhilly: People in Mayfair are pulling together to support a beloved vice principal hospitalized with COVID-19. @JoeHoldenCBS3 report…,DuaneBoyes,"Philadephia, PA"
RT @JemilahMahmood: Kudos @KKMPutrajaya @DGHisham 4leadership. All frontliners &amp; backliners who continually worked to protect Malaysia. Tha…,tweetderaf,dont follow me
RT @htTweets: PM Modi chaired a meeting of the task force on #coronavirus vaccine development and took a detailed review of the current sta…,Hoorey7,
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",laurence8645,United States
What's the explanation for why daily Covid-19 cases in the US peak on Fridays and bottom-out on Mondays since April? I can't find an answer on my own. Something to do with testing results lag and weekend work? Graph from John Hopkins Covid-19 tracker https://t.co/ONxkXrQwcV https://t.co/7PkHUiErHm,JebusBones,"Tallahassee, FL"
White House to Wind Down Coronavirus Task Force https://t.co/kUFOB3uRf3 https://t.co/DP9lbMLUBg,VOANews,
"RT @smh: A former Trump administration official has alleged he was removed from his post after resisting efforts to ""flood"" major US cities…",Diane_Dee,Maryland
"RT @HillBeverlyhill: Trump's staff cuts have undermined Covid-19 containment efforts, watchdog finds https://t.co/OW9d1nOkem",LoreyJeanene,Pacific Northwest
"RT @MayorOfLA: Together with @CityAttorneyLA, I'm proud to announce a new initiative, LA Represents, a pro bono program that will provide l…",austintemple24,"North Carolina, USA"
RT @KamalaHarris: Native American tribes like the Navajo Nation are contracting coronavirus at disproportionately high rates. The Treasury…,homegypsy,Albuquerque NM
"RT @WebMD: Growing evidence shows that COVID-19 can affect almost every organ, including the skin. What we know so far about the new corona…",berkeleyprc,UC Berkeley
RT @NewshubPolitics: 'I would clap': Government should take National's COVID-19 response ideas - Bridges https://t.co/9pGKjK6z9Y,SelwynLove,New Zealand
"RT @RealCandaceO: In light of the discovery that @GovNedLamont counted an infant suffocation toward his state’s #coronavirus death total, I…",DGrouf,
"RT @HomelandKen: Murderers, rapists, sex offenders, human traffickers and other criminal aliens are ordered released by judges whose politi…",Sally73537210,
"RT @BernieSanders: At a time when his own administration is predicting a significant increase in COVID-19 cases, our ""stable genius"" presid…",TBSwagg96,
"RT @WSJ: “Brazil is already the global epicenter of the coronavirus."" One study concludes the country might have more Covid-19 cases than t…",unicorniodeouro,Camp Half-Blood
"RT @karol: Nursing homes in NY were forced to admit patients who had tested positive, or who were suspected of having, COVID-19. How is thi…",CrazyArmsFilant,
RT @ItalianSalute1: The first thing the police should do is bring in @HillaryClinton and @BarackObama and find out where they were at the t…,zhynaryll,"Eufaula, Alabama"
"3 doctors ""fell"" from windows in Russia; 2 died. Dr. Breen; an ER doctor in New York with no history of mental illness committed suicide. Others died from ""Covid-19."" Dr. Erickson had his findings deleted from Youtube. What is going on? #Covid19 #CoronaVirus #ConspiracyTheories",NFTWOH,
"RT @LisaMarieBoothe: In NYC, the epicenter of the coronavirus, the death rate for 18-44 yrs-old is 0.016% &amp; hospitalization rate is 0.18%.…",rfnatboy,
"RT @ElisaMartinuzzi: #mustread account by @stephanibaker: ""After four tests and conflicting cross-checks, I’m still not sure if I’ve had Co…",dms1485,
Coronavirus: UK has Europe's highest Covid-19 death toll https://t.co/LRMqTqN1L1,HL_Robertson,"Sydney, Australia"
"RT @kfor: One day after Oklahoma health officials reported that deaths had dropped, the state's coronavirus case numbers rose to more than…",jamesowen980, 🇸🇴 Republic of Texas. 🏴Q🏴
Amazon whistleblower says company didn’t disclose Ont. COVID-19 case to all https://t.co/qx6X3zMYp1,TheMovieProjec1,The Island
"RT @geoff_p_wade: Australia: “Pandemics start anywhere and their origins are not an important statistic,”  Australia's Andew Forrest,  in a…",MalaysiaOffici1,
"RT @BernieSanders: At a time when his own administration is predicting a significant increase in COVID-19 cases, our ""stable genius"" presid…",ZmixVal,Por ahí
"RT @HillaryClinton: Upwards of 1,700 Americans are dying every day from COVID-19. 

That number could rise to 3,000 a day by June 1. 

We c…",AdamClinard1,
"RT @DavidLWindt: ""Scientists have identified a new strain of the coronavirus that has become dominant worldwide &amp; appears to be more contag…",A_BALLZ,California
"RT @MayorOfLA: Together with @CityAttorneyLA, I'm proud to announce a new initiative, LA Represents, a pro bono program that will provide l…",b1e56df9ce6549f,
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",Real_FN_Strange,
"Today's example from Lancaster in Antelope Valley:

Terra Nova Mobile Home Park residents sue park owners due to concern about potential covid-19 outbreak 

""because with a lack of heat and hot water, the tenants cannot obey the order to shelter-in-place""

https://t.co/rysBKWGF67 https://t.co/3gY21EFQFL",gregspierce,"Los Angeles, CA"
"RT @komonews: In late March, Raymond Lee lost his mom and two sisters to COVID-19 - all within two weeks. “I will never get them back. That…",Mary_Nam,"Seattle, WA"
RT @NYDailyNews: Grim and disturbing videos show at least 20 bodies wrapped in black bags carted out of a Harlem nursing home during the co…,collectiveUV,los angeles
"RT @ABSCBNNews: The school year is scheduled to start on Aug. 24, and end on April 30, 2021. https://t.co/owwjeLX2UG",opena_gay,
"RT @Emma999Too: Coronavirus testing kits heading to the UK found to be contaminated with Covid-19 😳
https://t.co/4YTiElzqtx",AlexChesosi,"Nairobi, Kenya"
"RT @karol: Nursing homes in NY were forced to admit patients who had tested positive, or who were suspected of having, COVID-19. How is thi…",bluesfan1994,
"RT @MaddowBlog: ""More than 1,600 workers at four Iowa meatpacking plants have been infected with the coronavirus, state health officials re…",JRReynolds37,"Akron, OH"
"@PeterBarendreg2 @SpringfieldJak @eileeniorio Japan 
VIDEO | See how COVID-19 is getting transmitted through a ‘third route’ A research team conducted an experiment to track particles in the air using laser beams and a high sensitivity camera.
https://t.co/SdHqMBnkzq",Jayne720,"Dayton, Ohio"
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",DavidLeftwich68,"Houston, TX"
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",MikaOwls,
RT @WSJ: “Brazil is already the global epicenter of the coronavirus.” One study concludes the country might have more Covid-19 cases than t…,ivinissim,"Rio de Janeiro, Brasil"
RT @BetoORourke: Texas law says you can request a mail-in ballot if you have a physical condition that could cause injury by voting in pers…,VeteranAug1,
"RT @OHSAASports: Inspiring student-athletes to continue training during the coronavirus COVID-19 pandemic, the #OHSAA launched the #howicom…",Perry_Pirates,"Perry, Ohio"
"RT @BarackObama: If we want life to approach anything like normal anytime soon, we need a comprehensive testing program. It’s not going to…",luckyginnie3,"Pinellas Park, FL"
Coronavirus: Trump does not wear Covid-19 mask at Honeywell tour https://t.co/pcH7Ks4C6g. @realDonaldTrump  real leaders lead by example. They help assure others that what is being advised should be adhered to. Obviously not this guy. Sad!,CamasD90,
"RT @Nicoxw1: Why is everyone upset because Trump is disbanding the coronavirus task force?

They recommended hydrochloroquidine, drinking b…",JoanMWallis1,
"RT @HillBeverlyhill: Trump's staff cuts have undermined Covid-19 containment efforts, watchdog finds | Trump administration | The Guardian…",JasonAlter8,"Seattle, WA"
"RT @karol: Nursing homes in NY were forced to admit patients who had tested positive, or who were suspected of having, COVID-19. How is thi…",Cocossette300,
"RT @tribelaw: FEMA now projects 200,000 new coronavirus cases a day by the end of the month (it’s now about 25,000 new cases a day), and by…",arrowsmith10510,
RT @Franklin_Graham: Thank you @POTUS @realDonaldTrump for making sure that no COVID-19 recovery funds from the Paycheck Protection Program…,Dunoonct,South Florida
"COVID-19 CORONAVIRUS PANDEMIC

Last updated: May 06, 2020, 01:41 GMT

Coronavirus Cases:

3,726,704

Deaths:

258,295

Recovered:

1,241,924",Nicepicni,
RT @IngrahamAngle: Gates should run for president.  He wants to run your lives...New York will work with the Gates Foundation to develop a…,Leonard64360246,
RT @bernamaradio: #globalbuzz An Amazon worker at a warehouse in New York where employees called for greater coronavirus safety measures ha…,Datomarzuki,"Sungai Seluang, Kedah"
"RT @inquirerdotnet: The shutdown of media giant ABS-CBN will add 2,600 more coronavirus disease cases in the country, Albay 2nd District Re…",strong_chANNE,under jaehyun's skin
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",jmsexton_,
"RT @RealCandaceO: Things that were consider “conspiracy theories” a month ago, that are now verified facts. 

1) People that were never tes…",rvitti1,
